,t_wait_for_berthing_h,t_operation_h,t_post_operation_h,t_total_port_stay_h,avg_wait_prev_20_calls_port,avg_operation_prev_20_calls_port,std_wait_prev_20_calls_port,arrivals_same_day_port,arrivals_prev_day_port,arrivals_prev_7d_avg_port,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,rain_sum_prev_1d,precipitation_sum_prev_1d,wind_speed_10m_max_prev_1d,wind_gusts_10m_max_prev_1d,temperature_2m_mean_prev_1d,rain_sum_prev_3d,precipitation_hours_prev_3d,temperature_2m_mean_prev_3d,wind_speed_10m_max_prev_3d,wind_gusts_10m_max_prev_3d,rain_sum_prev_7d,precipitation_hours_prev_7d,temperature_2m_mean_prev_7d,wind_speed_10m_max_prev_7d,wind_gusts_10m_max_prev_7d,op_abastecimento_bunker,op_arribada,op_carga,op_descarga,op_desembarque_passageiros,op_embarque_passageiros,op_fundeio,op_fundeio_ship_to_ship,op_navio_estado_com_operacao_comercial,op_navio_estado_marinha_brasil,op_navio_estado_sem_operacao_comercial,op_offshore,op_reparo_manutencao,op_retirada_residuos_com_operacao_comercial,op_retirada_residuos_sem_operacao_comercial,op_solicitacao_certificado,op_tipo_operacao_nao_mapeado,arrival_month,arrival_dayofweek,arrival_hour,arrival_is_weekend
temperature_2m_mean,-0.037830355542485324,0.0016507328641917457,-0.003949961120227345,-0.001491809675107431,-0.06915991456334769,0.006130623055567019,-0.0750935362353455,-0.0701535929871168,-0.06721929693811327,-0.07303229321357195,1.0,0.9309951246131914,0.9501646292319766,-0.01527750207727268,-0.01527750207727268,0.018732496638218864,-0.06126765295750401,0.010239454250560305,-0.2439788312261103,-0.03513384118540408,-0.03513384118540408,-0.10452114184863737,-0.050186403516441096,0.9425666553250277,-0.02602488607004941,0.05705406416388113,0.9130445111401085,-0.215172473752389,-0.20508603622634117,0.009134786817068051,0.11622881976765558,0.8982149281816815,-0.2890572454986591,-0.31250609133739715,0.012794188389946738,0.028572396277319483,-0.09593798824876006,-0.04292235205377023,0.06173880034418051,0.06185599936394458,0.015710529504660786,-0.002847118014083373,0.010631379884536484,0.011623293410608797,0.010474312987994764,0.024426594120122387,0.01499018663481762,0.012068069269662226,0.0123508565019754,0.06694100816485514,,-0.2326831109834657,-0.007174310857654964,-0.01930952775876456,-0.006067552020495467
temperature_2m_max,-0.05926841812438073,0.004218672643898226,0.0008675122582154012,-0.0005353645017799795,-0.10975210549927204,0.008494152439204058,-0.12406538991818614,0.0018617889020795394,0.00490967596682558,0.0031164987852127543,0.9309951246131914,1.0,0.7824442339067971,-0.08346070353677175,-0.08346070353677175,-0.13318904972451567,-0.16549449833979907,-0.04626119220522547,-0.22490618300433704,-0.09182782909810795,-0.09182782909810795,-0.21661117771901653,-0.11655830327918826,0.8427414853967693,-0.0770616481032457,-0.05013203607534414,0.7990241577494605,-0.3164303023155298,-0.2435743343873974,-0.039346293944751046,0.013331471203541381,0.7817043403530465,-0.37710453881192013,-0.32134126589574047,0.014886188824413712,0.016102105357690733,-0.11221960106743986,-0.07720226768297644,0.040800583291273354,0.0412233634652746,0.014437655070925466,-0.0015178962234856147,0.004845297343413753,0.00537065861333093,0.004048734710772028,0.08256319834922642,0.009660425769608868,0.005869151708462473,0.005624545680839747,0.03975478321579916,,-0.19054900866012187,-0.014343052295069325,-0.01300740513980258,-0.014989927538046077
temperature_2m_min,-0.017458738293373348,-0.0013429228273382477,-0.007021797686462352,-0.002914044940487603,-0.03130722118525238,0.002601885617397176,-0.030180463222637312,-0.1257168182445844,-0.12372829127624022,-0.13267964196604107,0.9501646292319766,0.7824442339067971,1.0,0.05779990596053723,0.05779990596053723,0.15441171704924672,0.029561128931751435,0.05785669293290645,-0.22016162912976722,0.019802105846630214,0.019802105846630214,-0.005578384195371346,0.006269842190113628,0.9279259794588114,0.019288648224892378,0.13441168176640464,0.9099925175060938,-0.1176111446628039,-0.16068864619803755,0.048560689454883746,0.182368203606154,0.895035610000929,-0.19395459201365797,-0.27914697433706365,0.009109859458592615,0.03375667258391593,-0.07181665633200984,-0.011503024409951301,0.07007789264981502,0.06990674409417175,0.014151401683801985,-0.004175130432688994,0.013204595685737426,0.014380066086774623,0.01354718684799642,-0.024522824083911293,0.016703522309122247,0.014699821472783398,0.015298801027199178,0.07849943719416527,,-0.24159733316829926,-0.0013624202311911236,-0.02299739880565276,0.0025544845906826925
precipitation_sum,0.021796534484808328,-0.0012267379461543943,-0.0029613083760619266,0.000454093155698551,0.019168361345274627,-0.004045694694945632,0.023575698167798902,-0.05926405033396515,-0.04187447798479238,-0.04608074661175641,-0.01527750207727268,-0.08346070353677175,0.05779990596053723,1.0,1.0,0.6017792465662022,-0.014178780192077209,0.06162570778950151,0.11650078855504174,0.3381513255820109,0.3381513255820109,-0.05925703186589464,-0.01711276367547902,0.07212810055952525,0.269702650417842,0.24012029711764063,0.08509692932204196,-0.06740309646752343,-0.03911758216327266,0.257767214829684,0.21902033403490048,0.08549430545421129,-0.08209102152950455,-0.06144444692707126,-0.0054012330423678,0.002168933829480407,0.05104735318991603,0.04792589124951571,0.016768791990741643,0.017057659196095035,-0.0038284253526146197,-0.0022566345570321196,0.0008927534491652284,0.001036133667078599,0.002107893956187278,-0.07928044354329981,-8.268001694277909e-05,0.0008379602679561758,0.0007100481257455193,0.0019521143361234253,,-0.1074061601438828,0.018789200758684923,8.542313340456162e-06,0.017894335068366195
rain_sum,0.021796534484808328,-0.0012267379461543943,-0.0029613083760619266,0.000454093155698551,0.019168361345274627,-0.004045694694945632,0.023575698167798902,-0.05926405033396515,-0.04187447798479238,-0.04608074661175641,-0.01527750207727268,-0.08346070353677175,0.05779990596053723,1.0,1.0,0.6017792465662022,-0.014178780192077209,0.06162570778950151,0.11650078855504174,0.3381513255820109,0.3381513255820109,-0.05925703186589464,-0.01711276367547902,0.07212810055952525,0.269702650417842,0.24012029711764063,0.08509692932204196,-0.06740309646752343,-0.03911758216327266,0.257767214829684,0.21902033403490048,0.08549430545421129,-0.08209102152950455,-0.06144444692707126,-0.0054012330423678,0.002168933829480407,0.05104735318991603,0.04792589124951571,0.016768791990741643,0.017057659196095035,-0.0038284253526146197,-0.0022566345570321196,0.0008927534491652284,0.001036133667078599,0.002107893956187278,-0.07928044354329981,-8.268001694277909e-05,0.0008379602679561758,0.0007100481257455193,0.0019521143361234253,,-0.1074061601438828,0.018789200758684923,8.542313340456162e-06,0.017894335068366195
precipitation_hours,0.017901269399688353,-0.0016384622206166558,-0.0058271357916969005,-0.00034017470033581733,0.02900495355280628,-0.002128042734583149,0.0344656836800147,-0.13933190264981601,-0.12476906689505757,-0.13313974790747166,0.018732496638218864,-0.13318904972451567,0.15441171704924672,0.6017792465662022,0.6017792465662022,1.0,-0.06291945908928427,0.006834143066051444,0.13406715063774066,0.3708354164880084,0.3708354164880084,-0.07288282111758884,-0.02343503899476951,0.13061688168973729,0.3248125889278815,0.4801780032149207,0.16664834756449456,-0.09865869061267346,-0.06982027145795247,0.31619030553758937,0.4448714038132787,0.17561069248234734,-0.12159627345887888,-0.11112131102925485,-0.007088728278191799,0.01601617079226228,0.08121914074921628,0.08786597452549146,0.02955788841898696,0.02972946052384541,-0.001664931923135949,-0.0006108360251723674,0.008225988774725121,0.008247117691015094,0.010241509776969993,-0.14192451940787296,0.007543077799963654,0.008656239105781909,0.009180980714085112,0.013853353052245878,,-0.14828014487577187,0.010115345898740575,-0.0025506195659197343,0.010975680782100108
wind_speed_10m_max,0.005309429030218469,-0.013165235374962055,-0.0018187222972872428,-0.012726979086165019,0.005450837671482359,-0.012508371070905855,0.0068863880345892865,-0.08374127707846404,-0.08116582360384533,-0.08511111747048063,-0.06126765295750401,-0.16549449833979907,0.029561128931751435,-0.014178780192077209,-0.014178780192077209,-0.06291945908928427,1.0,0.8749287513834975,-0.008360735262709232,-0.06276923335369036,-0.06276923335369036,0.7257459041368668,0.5788047175332537,-0.03109360017568679,-0.11537485825240926,-0.13468901053379484,-0.03387143293513099,0.677515632759618,0.5036866881115483,-0.17632997029707195,-0.18989453670067463,-0.043200128274630184,0.6400731737525156,0.4505666381216252,0.031056865140603507,0.03457115384569744,-0.09059381374857742,-0.0075820323649992884,0.0018095905550683817,0.0006052619492264972,0.005824684821621149,0.0005811692282624634,0.01858008499077459,0.018998406845400745,0.018856679913104774,0.04569442140537818,0.021026080753444816,0.01853318429041322,0.0194233621119733,0.08597470720606017,,0.18251821338880578,0.007798259015350751,-0.015477498529800729,-0.00018794296667040783
wind_gusts_10m_max,-0.02112391359291616,-0.0076554017554197416,-0.0009095439360488899,-0.009340220798632082,-0.04493609336830763,-0.004157799522250697,-0.056330848334523856,-0.09225707749304961,-0.08152636829397392,-0.08651398054146266,0.010239454250560305,-0.04626119220522547,0.05785669293290645,0.06162570778950151,0.06162570778950151,0.006834143066051444,0.8749287513834975,1.0,0.016225773271666605,-0.02323729959004556,-0.02323729959004556,0.5799331976486338,0.5789150729560959,0.05628012698182908,-0.07745768955498332,-0.10438029833255844,0.0548112415801869,0.5100837635796762,0.4825803081826547,-0.13826913361699494,-0.16701483326567812,0.04472115117168618,0.45111495049313693,0.4054767405530051,0.02546501534396494,0.031160952164734947,-0.0885328997318572,-0.019792928165624737,3.058213944434569e-05,-0.0008872895609280814,0.007499655261332064,0.001739514114509039,0.015024206923919425,0.015541858650132549,0.01533984804858872,0.05528578741572122,0.022082573760599727,0.01546938564320119,0.015909160817245825,0.05857577107058757,,0.20477416602454185,0.004795979728393443,-0.01260442933693241,-0.006053855074767537
wind_direction_10m_dominant,0.022515187431561362,0.003041753768655803,0.0022488348890007492,0.004891923594700815,0.04546995501022581,-0.0001981063593954686,0.05383797157716799,0.0957383693383837,0.09289832858614923,0.09806580742859644,-0.2439788312261103,-0.22490618300433704,-0.22016162912976722,0.11650078855504174,0.11650078855504174,0.13406715063774066,-0.008360735262709232,0.016225773271666605,1.0,0.08290594582704502,0.08290594582704502,-0.01705321227838316,-0.006360595135087644,-0.15302305116107262,0.06350149071363709,0.005893366550259847,-0.16825163599389928,-0.0022272383011690284,0.006881539975765349,0.05314438541660039,0.0021827555217541687,-0.18626469540551852,0.015140755669816276,0.030442660972043616,0.00038110425801061114,-0.007636409103899499,0.0490684777165478,0.042126447285950025,0.0002535175063881517,-0.00011012693624697216,0.002347463360781879,-0.002319560355605925,-0.0036908368005587285,-0.0032831872546202133,-0.0028539471541826887,-0.03518066656755295,-0.0010023046023829702,-0.003430576843010804,-0.0030928850982745552,-0.015046959084449175,,-0.0030007082100989998,-0.001309945110880177,0.0016635926249292383,-0.004507762818398599
rain_sum_prev_1d,0.017148929748388837,-0.0013281258831846303,-0.0030334862468932673,-2.119651491956723e-05,0.035262200337094485,-0.0031855073925047004,0.040535667296239565,-0.05545285626856113,-0.05738907970258684,-0.047671968077750815,-0.03513384118540408,-0.09182782909810795,0.019802105846630214,0.3381513255820109,0.3381513255820109,0.3708354164880084,-0.06276923335369036,-0.02323729959004556,0.08290594582704502,1.0,1.0,-0.00463647369152022,0.06666015157574426,-0.01815932579491568,0.6831374222470602,0.4255487093124352,0.047439082432689794,-0.019440388082784657,0.037492139222723105,0.4941942318122092,0.3209050482094938,0.0684569208273923,-0.040561470402235685,-0.005941883165666111,-0.007259044486527333,0.00019597510186000994,0.05166467790738488,0.05393895563627886,0.013078038561238781,0.01300100642814908,-0.0030507654558477692,-0.0031146363957187803,-0.0008853235446307746,-0.0007258499081126883,-0.0015945301564470955,-0.08311835649829019,-7.95591431762038e-05,-0.0008991508229214909,-0.0005276266142554675,0.0024888522097374637,,-0.1087887483338583,0.0029792235875494913,0.006777839055040699,0.011645620919034561
precipitation_sum_prev_1d,0.017148929748388837,-0.0013281258831846303,-0.0030334862468932673,-2.119651491956723e-05,0.035262200337094485,-0.0031855073925047004,0.040535667296239565,-0.05545285626856113,-0.05738907970258684,-0.047671968077750815,-0.03513384118540408,-0.09182782909810795,0.019802105846630214,0.3381513255820109,0.3381513255820109,0.3708354164880084,-0.06276923335369036,-0.02323729959004556,0.08290594582704502,1.0,1.0,-0.00463647369152022,0.06666015157574426,-0.01815932579491568,0.6831374222470602,0.4255487093124352,0.047439082432689794,-0.019440388082784657,0.037492139222723105,0.4941942318122092,0.3209050482094938,0.0684569208273923,-0.040561470402235685,-0.005941883165666111,-0.007259044486527333,0.00019597510186000994,0.05166467790738488,0.05393895563627886,0.013078038561238781,0.01300100642814908,-0.0030507654558477692,-0.0031146363957187803,-0.0008853235446307746,-0.0007258499081126883,-0.0015945301564470955,-0.08311835649829019,-7.95591431762038e-05,-0.0008991508229214909,-0.0005276266142554675,0.0024888522097374637,,-0.1087887483338583,0.0029792235875494913,0.006777839055040699,0.011645620919034561
