Período: 01/05/2025 à 31/07/2025;Porto;DUVs Atracados;DUVs Atracados - Desatracados;DUVs Atracados - Não Desatracados;DUVs com Previsão de Desatracação;DUVs com Previsão de Desatracação - Cancelados;DUVs com Previsão de Desatracação - Não Solicitou Atracação;DUVs com Previsão de Desatracação - Desatracados;DUVs com Previsão de Desatracação - Não Desatracados(*);DUVs Desatracados no Período
;TERMINAL DA FOGÁS - ;0;0;0;0;0;0;0;0;0
;TERMINAL DA PETROBRÁS ;29;27;2;43;3;6;29;5;29
;TERMINAL DE CARAVELAS ;0;0;0;0;0;0;0;0;0
;TERMINAL DE CARVÃO DA ;0;0;0;37;2;0;0;35;0
;TERMINAL DE EXPEDIÇÃO ;0;0;0;0;0;0;0;0;0
;TERMINAL DE GRÃOS ;1;1;0;7;2;1;2;2;2
;TERMINAL DE MINERIO ;128;111;17;138;5;1;110;22;109
;TERMINAL FLUVIAL ;1;1;0;1;0;0;1;0;1
;TERMINAL FLUVIAL DE ;33;33;0;34;0;0;34;0;33
;TERMINAL FLUVIAL DE ;20;18;2;31;6;0;18;7;18
;TERMINAL FLUVIAL ;6;5;1;6;1;0;5;0;5
;TERMINAL FLUVIAL ;0;0;0;0;0;0;0;0;0
;TERMINAL FLUVIAL MRN ;57;57;0;62;0;5;57;0;57
;TERMINAL FLUVIAL RIO ;6;6;0;7;1;0;6;0;6
;TERMINAL HERMASA DA ;44;43;1;50;1;0;48;1;48
;TERMINAL MBR ILHA ;7;7;0;58;13;11;9;25;9
;TERMINAL MERLIM - ;55;54;1;64;7;1;55;1;54
;TERMINAL PETROBRÁS - ;330;314;16;500;39;74;313;74;317
;TERMINAL PORTONAVE - ;123;123;0;157;24;7;123;3;123
;TERMINAL PORTUÁRIO ;13;13;0;86;1;49;15;21;15
;TERMINAL PORTUÁRIO ;22;22;0;23;0;0;23;0;23
;TERMINAL PORTUARIO ;0;0;0;0;0;0;0;0;0
;TERMINAL PORTUÁRIO ;0;0;0;0;0;0;0;0;0
;TERMINAL TRANSPETRO - ;128;124;4;154;11;4;130;9;130
;TERMINAL TRANSPETRO - ;166;165;1;195;6;11;163;15;163
;TERMINAL VETORIAL ;0;0;0;0;0;0;0;0;0
;TFB - EQUADOR LOG - ;18;17;1;23;4;0;18;1;18
;THYSSENKRUPP TERNIUM ;29;29;0;30;1;0;29;0;31
;TLP - TERMINAL ;0;0;0;0;0;0;0;0;0
;TMG-ITAPUA - TERMINAL ;13;13;0;15;1;0;13;1;13
;TMIB - TERMINAL INACIO ;13;13;0;13;1;0;12;0;12
;TPS - TERMINAL ;65;63;2;70;6;0;64;0;65
;TRBA - TERMINAL DE ;0;0;0;1;1;0;0;0;0
;TRIGOLAR - OCRIM - ;1;0;1;2;0;0;0;2;0
;TROCADEIRO PORTOS E ;0;0;0;1;0;1;0;0;0
;TUBARÃO - ES - CVRD - ;95;95;0;163;21;10;98;34;96
;TUP NSR - NOVA SANTA ;12;12;0;12;0;0;12;0;12
;TUP SUPERGASBRAS - ;0;0;0;0;0;0;0;0;0
;VILA DO CONDE - BRVDC;259;247;12;348;16;49;245;38;245
;VITÓRIA - BRVIX;146;143;3;305;13;68;148;76;146
;YARA CANOAS - BRRS028;0;0;0;0;0;0;0;0;0
;YARA PORTO ALEGRE - ;15;15;0;25;0;9;16;0;16
