CNPJ;Razão Social;Situação Cadastral;;;;;;;;;;;;;;;;
02.820.328/0001-80;SINAI TRANSPORTES E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
60.114.713/0001-08;SINCERELY LOGISTIC LTDA;Ativa;;;;;;;;;;;;;;;;
07.056.595/0001-46;SINCROLOG LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
82.509.027/0001-79;SINDICATO DA INDUSTRIA DA PESCA DOS ARMADORES E DA AQUICULTURA DA GRANDE FLORIANOPOLIS E SUL CATARINENSE - SINPESCASUL;Ativa;;;;;;;;;;;;;;;;
32.363.772/0001-84;SINDICATO DAS AGENCIAS DE NAVEGACAO MARITIMA E ATIVIDADES AFINS DO ESTADO DO RIO DE JANEIRO;Ativa;;;;;;;;;;;;;;;;
44.405.773/0001-23;SINOEXPRESSO B2B ECOMMERCE LTDA;Ativa;;;;;;;;;;;;;;;;
14.594.398/0001-46;SINOSTAR AGENCIADORA DE CARGAS E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
07.839.849/0001-00;SIRIUS OPERACOES PORTUARIAS LTDA;Ativa;;;;;;;;;;;;;;;;
37.898.155/0001-05;SIXCOMEX SERVICOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
36.931.468/0001-47;SKL LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
26.368.494/0001-55;SKL LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
29.380.383/0001-52;SKY DESPACHOS ADUANEIROS E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
10.627.223/0001-37;SKYCARGO TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
02.353.816/0001-24;SKYINTER BRASIL LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
13.412.090/0001-70;SKYLINE BLUE AGENCIAMENTO DE CARGAS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
07.910.531/0001-60;SKYLINE CUSTOMS SERVICES - AGENCIAMENTO DE CARGAS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
06.929.260/0001-22;SKYLINE FORWARDING DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
31.346.647/0001-01;SKYMARINE LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
00.531.690/0001-05;SKYPORT ASSESSORIA EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
51.161.889/0001-20;SKYSEA SHIPPING LTDA;Ativa;;;;;;;;;;;;;;;;
02.201.263/0001-94;SKYTRAC INTERNATIONAL AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
10.355.067/0001-00;SLA SERVICOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
58.135.053/0001-08;SLB CONSULTORIA E GESTAO DE FRETES NACIONAIS E INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
17.329.067/0001-77;SLC AGENCIA E SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
04.402.508/0001-77;SLI - SISTEMA DE LOGISTICA INTEGRADA LTDA;Ativa;;;;;;;;;;;;;;;;
07.668.541/0001-31;SLOT INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
30.862.588/0001-53;SLT TRANSPORTES E TERMINAIS LTDA;Ativa;;;;;;;;;;;;;;;;
17.490.000/0001-10;SLX CARGO LOGISTICA & FREIGHT FORWARDS LTDA;Ativa;;;;;;;;;;;;;;;;
35.655.408/0001-86;SM COMEX - DESPACHOS ADUANEIROS LTDA.;Ativa;;;;;;;;;;;;;;;;
01.505.291/0001-32;SM OPERADOR PORTUARIO LTDA;Ativa;;;;;;;;;;;;;;;;
07.901.003/0001-45;SMART ASSESSORIA EM COMERCIO EXTERIOR E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
33.339.241/0001-19;SMART CARGO LOGISTICA E DESPACHO ADUANEIRO LTDA;Ativa;;;;;;;;;;;;;;;;
15.310.952/0001-89;SMART OFFSHORE AGENCIA MARITIMA DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
24.796.801/0001-73;SMART SHIPPING TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
35.789.716/0001-02;SMARTSHIP LOGISTICA E ARMAZENAGEM LTDA;Ativa;;;;;;;;;;;;;;;;
11.908.414/0001-30;SMX LOGISTICS TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
04.951.555/0001-70;SMYRNAH - CONSULTORES EM COMERCIO EXTERIOR;Ativa;;;;;;;;;;;;;;;;
07.649.112/0001-17;SNOTTRA IMPORTACAO & EXPORTACAO LTDA;Ativa;;;;;;;;;;;;;;;;
19.832.487/0001-05;SOARES & GUIDO TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
29.959.475/0004-34;SOBRARE SERVEMAR LTDA;Ativa;;;;;;;;;;;;;;;;
04.563.672/0001-66;SOCIEDADE FOGAS LTDA;Ativa;;;;;;;;;;;;;;;;
13.796.161/0001-85;SOFILINK CONTINENTAL TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
13.026.050/0001-90;SOLANA AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
13.026.050/0004-32;SOLANA AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
13.026.050/0005-13;SOLANA AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
08.422.463/0001-53;SOLARIS AGENCIAMENTO MARITIMO LTDA;Ativa;;;;;;;;;;;;;;;;
07.182.848/0001-28;SOLARIS LOGISTICS ASSESSORIA ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
39.649.853/0001-94;SOLEMAR IMPORTACAO E EXPORTACAO LTDA.;Ativa;;;;;;;;;;;;;;;;
01.537.676/0001-81;SOLEX IMPORTACAO E EXPORTACAO LTDA;Ativa;;;;;;;;;;;;;;;;
05.481.578/0001-20;SOLFAST SOLUCOES EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
05.843.472/0001-20;SOLUCOES INTELIGENTES OPERADORES PORTUARIOS LTDA;Ativa;;;;;;;;;;;;;;;;
05.304.434/0001-07;SOLUTION COMERCIAL EXPORTADORA E IMPORTADORA LTDA;Ativa;;;;;;;;;;;;;;;;
08.891.893/0001-14;SOLUTION LOGISTICA MULTIMODAL LTDA;Ativa;;;;;;;;;;;;;;;;
60.917.663/0001-05;SOLUTIONS - ENGINEERING & LOGISTIC LTDA;Ativa;;;;;;;;;;;;;;;;
03.145.162/0001-06;SOLUTRANS-SOLUCAO EM TRANSPORTE MULTIMODAL LTDA;Ativa;;;;;;;;;;;;;;;;
12.668.039/0001-60;SOMAR CONSULTORIA EMPRESARIAL LTDA;Ativa;;;;;;;;;;;;;;;;
78.180.585/0001-66;SONAR COMISSARIA DE DESPACHOS LTDA;Ativa;;;;;;;;;;;;;;;;
03.513.952/0001-05;SONIMAR DESPACHOS ADUANEIROS S/C. LTDA;Ativa;;;;;;;;;;;;;;;;
10.366.176/0001-15;SONPEX AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
18.824.670/0001-98;SOPPORTO LOGISTICA E SERVICOS PORTUARIOS LTDA;Ativa;;;;;;;;;;;;;;;;
25.155.608/0001-16;SOPPORTO SHIPPING AGENCIA MARITIMA LTDA.;Ativa;;;;;;;;;;;;;;;;
08.779.424/0004-50;SOREIDOM BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
26.771.819/0001-46;SOUL CARGO LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
06.969.316/0001-72;SOULLER ASSESSORIA EM COMERCIO EXTERIOR E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
05.342.805/0001-37;SOUTH AMERICA OVERSEAS LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
64.138.803/0001-90;SOUTH ATLANTIC ASSESSORIA DE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
14.499.636/0001-34;SOUTH BAHIA SERVICOS MARITIMOS E REPRESENTACOES LTDA;Ativa;;;;;;;;;;;;;;;;
22.863.181/0001-12;SOUTH CARGO DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
09.525.790/0001-01;SOUTH COMEX COMERCIAL IMPORTADORA E EXPORTADORA LTDA.;Ativa;;;;;;;;;;;;;;;;
19.231.854/0001-07;SOUTH LOGISTICA LTDA EPP;Ativa;;;;;;;;;;;;;;;;
06.537.124/0001-97;SOUTH LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
42.271.734/0001-55;SOUZA COSTA COMISSARIA DE DESPACHOS LTDA;Ativa;;;;;;;;;;;;;;;;
25.045.183/0001-92;SP BROTHERS LOGISTIC LTDA;Ativa;;;;;;;;;;;;;;;;
26.073.506/0001-14;SPACE CARGO LOGISTICS COMISSARIA LTDA;Ativa;;;;;;;;;;;;;;;;
10.277.372/0001-13;SPARK AGENCIA DE CARGAS AEREAS LTDA;Ativa;;;;;;;;;;;;;;;;
48.120.676/0001-45;SPAZZIO SHIPPING LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
27.259.961/0001-71;SPEAK LOGISTICS TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
07.243.139/0001-05;SPEEDLOG LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
14.402.271/0001-88;SPEEDY WAY LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
30.007.310/0001-07;SPERANDEO & MELO SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
03.453.889/0001-50;SPEX LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
02.793.127/0001-30;SPHAERA ASSESSORIA ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
02.793.127/0002-11;SPHAERA ASSESSORIA ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
23.919.449/0001-53;SPHERE LOG CARGO LTDA;Ativa;;;;;;;;;;;;;;;;
39.651.638/0001-28;SRA CARGO LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
07.182.577/0001-00;SS BRASIL FREIGHT - AGENCIAMENTO INTERNACIONAL DE CARGA LTDA;Ativa;;;;;;;;;;;;;;;;
11.494.483/0001-44;SSA TRANSPORTE MULTIMODAL LTDA;Ativa;;;;;;;;;;;;;;;;
48.274.493/0001-84;SSK AGENCIAMENTO DE CARGAS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
04.318.293/0001-00;STAR - UP SERVICOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
35.823.949/0001-76;STAR BRASIL SERVICOS LOGISTICOS LTDA;Ativa;;;;;;;;;;;;;;;;
05.770.119/0001-67;STAR CARGO GLOBAL E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
19.386.392/0001-05;STAR CARGO LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
17.264.027/0001-94;STAR CLUSTER DO BRASIL LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
12.909.492/0001-11;STAR CUSTOMS AGENCIAMENTO DE CARGAS AEREAS LTDA;Ativa;;;;;;;;;;;;;;;;
03.837.881/0001-98;STAR LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
11.975.449/0001-91;STAR PORT SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
44.622.684/0001-39;STAR PRIME LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
40.605.867/0001-95;STAR SHIP AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
40.605.867/0002-76;STAR SHIP AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
40.605.867/0004-38;STAR SHIP AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
07.952.940/0001-20;STARHOUSE LOGISTICA & TRANSPORTE MULTIMODAL LTDA;Ativa;;;;;;;;;;;;;;;;
25.433.068/0001-95;STARION LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
40.711.234/0001-61;STARLOG LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
03.583.585/0001-08;STARSEA COMERCIO E SERVICOS NAVAIS LTDA;Ativa;;;;;;;;;;;;;;;;
11.614.502/0001-29;STARSHIP CARGO LTDA;Ativa;;;;;;;;;;;;;;;;
06.084.270/0001-04;STARSHIPPING DO BRASIL AGENCIAMENTO DE CARGAS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
00.711.159/0001-14;START COMISSARIA ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
46.424.571/0001-54;START LINE SHIPPING AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
36.419.638/0001-09;START NAVEGACAO LTDA;Ativa;;;;;;;;;;;;;;;;
36.419.638/0002-90;START NAVEGACAO LTDA;Ativa;;;;;;;;;;;;;;;;
36.419.638/0003-70;START NAVEGACAO LTDA;Ativa;;;;;;;;;;;;;;;;
08.419.843/0001-39;START TRANSPORTE INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
10.962.894/0001-54;STARTLOG - ASSESSORIA EM LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
41.466.706/0001-20;STATION CARGO LOGISTICA DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
29.993.078/0001-36;STEEL SERVICOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
12.882.296/0001-09;STEELPORT AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
04.892.173/0001-12;STEELVALLI INDUSTRIA DE TUBOS DE ACO INOX LTDA;Ativa;;;;;;;;;;;;;;;;
17.400.572/0001-60;STIN - COMERCIO ORGANIZACAO LOGISTICA E SERVICOS NAVAIS LTDA;Ativa;;;;;;;;;;;;;;;;
42.581.397/0001-00;STOLT-NIELSEN BRASIL AFRETAMENTO LTDA.;Ativa;;;;;;;;;;;;;;;;
27.180.396/0001-52;STRATEGIZERS - GESTAO ESTRATEGICA, CONSULTORIA LOGISTICA E ASSESSORIA EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
20.282.920/0001-57;STW LOGISTICA EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
11.397.874/0001-40;SUAPE COMERCIO E NAVEGACAO LTDA;Ativa;;;;;;;;;;;;;;;;
11.089.261/0001-46;SUAPE LOG CONSTRUCAO E MONTAGEM INDUSTRIAL LOGISTICA E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
61.649.810/0018-06;SUCOCITRICO CUTRALE LTDA;Ativa;;;;;;;;;;;;;;;;
01.230.668/0001-98;SUDEX - TITO LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
04.308.027/0001-05;SUL ADUANA LOGISTICA INTEGRADA LTDA;Ativa;;;;;;;;;;;;;;;;
75.187.336/0001-04;SUL AMERICANA SERVICOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
02.998.972/0001-42;SUL DINAMICA TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
02.159.857/0001-84;SUL MUNDIAL LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
10.432.546/0001-75;SUL TRADE AGENCIAMENTOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
10.432.546/0002-56;SUL TRADE AGENCIAMENTOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
10.432.546/0009-22;SUL TRADE AGENCIAMENTOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
10.432.546/0006-80;SUL TRADE AGENCIAMENTOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
10.432.546/0008-41;SUL TRADE AGENCIAMENTOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
10.432.546/0005-07;SUL TRADE AGENCIAMENTOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
10.432.546/0007-60;SUL TRADE AGENCIAMENTOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
10.432.546/0010-66;SUL TRADE AGENCIAMENTOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
01.977.806/0001-05;SUL TRADE TRANSPORTES INTEGRADOS LTDA;Ativa;;;;;;;;;;;;;;;;
01.977.806/0002-88;SUL TRADE TRANSPORTES INTEGRADOS LTDA;Ativa;;;;;;;;;;;;;;;;
35.981.083/0001-21;SULAMERICA MARITIMA E FORNECEDORA LTDA;Ativa;;;;;;;;;;;;;;;;
02.529.463/0001-70;SULAMERICANA AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
05.979.102/0001-14;SULDELIVERY LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
03.664.333/0001-03;SULNAV LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
03.664.333/0002-94;SULNAV LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
14.589.261/0004-46;SULNORTE SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
14.589.261/0002-84;SULNORTE SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
14.589.261/0015-07;SULNORTE SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
14.589.261/0001-01;SULNORTE SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
14.589.261/0014-18;SULNORTE SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
02.431.422/0001-47;SULPARTNER ASSESSORIA E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
02.431.422/0002-28;SULPARTNER ASSESSORIA E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
02.431.422/0004-90;SULPARTNER ASSESSORIA E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
07.953.690/0001-42;SULPRIME-LOG SERVICOS ADUANEIROS E LOGISTICOS LTDA.;Ativa;;;;;;;;;;;;;;;;
60.492.212/0001-65;SUMITOMO CORPORATION DO BRASIL S/A;Ativa;;;;;;;;;;;;;;;;
03.640.167/0001-05;SUNPORT - ASSESSORIA ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
35.026.030/0001-51;SUNSTAR LOGISTICS DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
50.127.613/0001-62;SUNSTAR LOGISTICS IMP. DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
08.017.952/0001-20;SUNTRANS LOGISTICA BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
72.221.674/0001-27;SUPERMAR S/A;Ativa;;;;;;;;;;;;;;;;
72.221.674/0002-08;SUPERMAR S/A;Ativa;;;;;;;;;;;;;;;;
72.221.674/0004-70;SUPERMAR S/A;Ativa;;;;;;;;;;;;;;;;
72.221.674/0003-99;SUPERMAR S/A;Ativa;;;;;;;;;;;;;;;;
72.221.674/0013-60;SUPERMAR S/A;Ativa;;;;;;;;;;;;;;;;
72.221.674/0008-01;SUPERMAR S/A;Ativa;;;;;;;;;;;;;;;;
72.221.674/0012-80;SUPERMAR S/A;Ativa;;;;;;;;;;;;;;;;
22.265.775/0001-21;SUPERNOVA COMEX LTDA;Ativa;;;;;;;;;;;;;;;;
70.239.454/0002-86;SUPERSERVICE INSPECOES E OPERACOES PORTUARIAS LTDA;Ativa;;;;;;;;;;;;;;;;
70.239.454/0001-03;SUPERSERVICE INSPECOES E OPERACOES PORTUARIAS LTDA;Ativa;;;;;;;;;;;;;;;;
03.116.992/0001-05;SUPORTE DESPACHO ADUANEIRO LTDA.;Ativa;;;;;;;;;;;;;;;;
07.231.876/0001-98;SUPORTE EXPRESS CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
16.694.260/0001-44;SUPORTE TRANSPORTES MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
17.566.595/0001-40;SUPPLY BRASIL AGENCIAMENTO E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
08.175.146/0001-80;SUPPLY LOG OIL & GAS LTDA;Ativa;;;;;;;;;;;;;;;;
02.983.304/0001-41;SUPPORT CARGO S.A.;Ativa;;;;;;;;;;;;;;;;
01.873.343/0001-23;SUPR JET TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
32.719.677/0001-70;SUTTONS MISSIONLINE DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
09.295.915/0001-46;SUZAN BRASIL LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
09.187.372/0001-43;SUZANLOG LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
12.676.039/0001-02;SVITZER BRASIL SERVICOS MARITIMOS LTDA.;Ativa;;;;;;;;;;;;;;;;
12.676.039/0006-17;SVITZER BRASIL SERVICOS MARITIMOS LTDA.;Ativa;;;;;;;;;;;;;;;;
12.676.039/0010-01;SVITZER BRASIL SERVICOS MARITIMOS LTDA.;Ativa;;;;;;;;;;;;;;;;
09.249.729/0001-70;SW CARGO LTDA;Ativa;;;;;;;;;;;;;;;;
21.949.156/0001-93;SW LOGISTIC AGENCIAMENTO DE CARGAS EIRELI;Ativa;;;;;;;;;;;;;;;;
15.347.442/0001-86;SWAN LATIN AMERICA TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
07.324.499/0001-31;SWELL CONSULTORIA E TRANSPORTES E COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
10.391.707/0001-20;SWIFT LOG LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
07.996.749/0001-80;SWS LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
51.738.532/0001-61;SYGMA TRANSITARIOS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
29.080.306/0001-87;SYLTRANS ASSESSORIA DE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
28.129.087/0001-10;SYM LOGISTICA, COMERCIO E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
56.240.421/0001-44;SYNC PORT LTDA;Ativa;;;;;;;;;;;;;;;;
02.286.106/0001-29;SYNDEX LOGISTICA E GESTAO ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
02.286.106/0002-00;SYNDEX LOGISTICA E GESTAO ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
13.721.236/0001-69;SYNERGY OFFSHORE DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
13.721.236/0002-40;SYNERGY OFFSHORE DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
03.919.795/0001-24;SYNERGY OFFSHORE DO BRASIL NAVEGACAO MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
09.098.981/0001-26;SYSTEM CARGO DO BRASIL ASSESSORIA EM TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
10.906.193/0001-06;T & F LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
68.131.242/0001-58;T & T LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
09.422.980/0001-95;T C FLEXA RIBEIRO & CIA LTDA;Ativa;;;;;;;;;;;;;;;;
09.422.980/0002-76;T C FLEXA RIBEIRO & CIA LTDA;Ativa;;;;;;;;;;;;;;;;
02.569.774/0001-63;T W S TRANS WORLD SHIPMENTS DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
19.968.045/0001-82;T&F LOGISTICS INTERNATIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
02.933.023/0001-84;T-GRAO CARGO TERMINAL DE GRANEIS S/A;Ativa;;;;;;;;;;;;;;;;
02.287.771/0001-37;T. NUNES CARGAS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
04.841.175/0001-82;TABY DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
07.639.029/0001-67;TAC TRANSPORTES E ARMAZENS LTDA;Ativa;;;;;;;;;;;;;;;;
16.571.983/0001-56;TAG TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
03.774.793/0001-94;TAKECHI COMISSARIA DE DESPACHOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
07.799.674/0001-47;TAKELOG LOGISTICA DE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
48.018.291/0001-71;TALATRANS WORLDWIDE BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
03.289.763/0001-92;TALLY INTERNATIONAL LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
22.779.443/0001-65;TANG VARIEDADES LTDA;Ativa;;;;;;;;;;;;;;;;
05.974.255/0001-79;TANK CLEAN SOLUTION LIMPEZA DE TANQUES LTDA;Ativa;;;;;;;;;;;;;;;;
10.345.279/0001-07;TAS BRASIL COMERCIAL LTDA;Ativa;;;;;;;;;;;;;;;;
00.419.147/0001-10;TASK LOGISTICA TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
26.681.388/0001-27;TAWC LOGISTICS  S/S  LTDA;Ativa;;;;;;;;;;;;;;;;
06.171.022/0001-09;TB-CONSULTORIA LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
15.057.674/0001-08;TBSX AGENCIAMENTO MARITIMO LTDA;Ativa;;;;;;;;;;;;;;;;
10.508.449/0001-19;TCEX LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
01.238.456/0001-57;TCG TERMINAL DE CARGAS GERAIS LTDA - FALIDA;Ativa;;;;;;;;;;;;;;;;
18.024.389/0001-70;TCM LOGISTICA DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
23.249.473/0001-22;TCO LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
07.460.168/0001-29;TCTI BRASIL TRANSPORTES INTERNACIONAIS LTDA.;Ativa;;;;;;;;;;;;;;;;
01.540.795/0001-93;TCW SERVICOS DE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
03.355.143/0001-04;TDA - 47 LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
41.089.593/0001-91;TDL COMERCIO INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
24.492.255/0001-87;TEAM AGENCIA MARITIMA LTDA.;Ativa;;;;;;;;;;;;;;;;
01.926.887/0001-06;TEAMWORK CARGO SERVICE LTDA;Ativa;;;;;;;;;;;;;;;;
07.890.792/0001-66;TECH IMPEX LOGISTICS - SERVICOS ADUANEIROS LTDA.;Ativa;;;;;;;;;;;;;;;;
57.033.840/0001-78;TECH-HOLDS AGENCIAMENTO E APOIO MARITIMO LTDA;Ativa;;;;;;;;;;;;;;;;
01.291.644/0001-49;TECHNIMAR SERVICOS DE MANUTENCAO INDUSTRIAL E NAVAL LTDA.;Ativa;;;;;;;;;;;;;;;;
68.915.891/0001-40;TECHNIP BRASIL - ENGENHARIA, INSTALACOES E APOIO MARITIMO LTDA.;Ativa;;;;;;;;;;;;;;;;
03.031.158/0001-17;TECMAR SHIPPING REPRESENTACOES LTDA.;Ativa;;;;;;;;;;;;;;;;
