measure,spearman_abs_error,spearman_actual_stay,mean_width_h,median_width_h,risk_quintile,n,mean_abs_error_h,mean_actual_h,extreme_rate,mean_width_p95_p50_h
width_p90_p50_h,0.5587908373582716,0.5015945023918656,87.39033657574363,69.98291366165239,,,,,,
width_p95_p50_h,0.5516050485382725,0.4951762690372194,134.7851726335985,116.74637739376575,,,,,,
risk_quintile,,,,,Q1,4201.0,8.744478357864752,25.430905339998414,0.004522732682694597,22.682521412547725
risk_quintile,,,,,Q2,4200.0,20.693258298267185,46.09129761904762,0.025476190476190475,67.22666420245021
risk_quintile,,,,,Q3,4200.0,33.10837083114302,62.43185317460317,0.06738095238095237,117.80809633347604
risk_quintile,,,,,Q4,4200.0,48.49711125075874,83.22191666666666,0.12380952380952381,178.59209789158328
risk_quintile,,,,,Q5,4201.0,82.40688585810386,134.81604776640484,0.2789811949535825,287.6067883363921
