Razão Social;Situação Cadastral;Cidade;Estado
SYNDEX LOGISTICA E GESTAO ADUANEIRA LTDA;;Porto Alegre;RS
SYNERGY OFFSHORE DO BRASIL LTDA;;Rio de Janeiro;RJ
SYNERGY OFFSHORE DO BRASIL LTDA;;Vitória;ES
SYNERGY OFFSHORE DO BRASIL NAVEGACAO MARITIMA LTDA;;Rio de Janeiro;RJ
SYSTEM CARGO DO BRASIL ASSESSORIA EM TRANSPORTES INTERNACIONAIS LTDA;;São Paulo;SP
T & F LOGISTICA LTDA;;Salvador;BA
T & T LOGISTICA LTDA.;;São Paulo;SP
T C FLEXA RIBEIRO & CIA LTDA;;Areia Branca;RN
T C FLEXA RIBEIRO & CIA LTDA;;São Luís;MA
T W S TRANS WORLD SHIPMENTS DO BRASIL LTDA;;Rio de Janeiro;RJ
T&F LOGISTICS INTERNATIONAL LTDA;;Guarulhos;SP
T-GRAO CARGO TERMINAL DE GRANEIS S/A;;Barueri;SP
T. NUNES CARGAS INTERNACIONAIS LTDA;;Rio de Janeiro;RJ
TABY DO BRASIL LTDA.;;Santos;SP
TAC TRANSPORTES E ARMAZENS LTDA;;Navegantes;SC
TAG TRANSPORTES INTERNACIONAIS LTDA;;Guarulhos;SP
TAKECHI COMISSARIA DE DESPACHOS ADUANEIROS LTDA;;Itajaí;SC
TAKELOG LOGISTICA DE COMERCIO EXTERIOR LTDA;;São Paulo;SP
TALLY INTERNATIONAL LOGISTICA LTDA;;Belo Horizonte;MG
TANG VARIEDADES LTDA;;São Paulo;SP
TANK CLEAN SOLUTION LIMPEZA DE TANQUES LTDA;;Macaé;RJ
TAS BRASIL COMERCIAL LTDA;;Contagem;MG
TASK LOGISTICA TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA;;São Paulo;SP
TAWC LOGISTICS  S/S  LTDA;;São Bernardo do Campo;SP
TB-CONSULTORIA LOGISTICA LTDA;;Rio de Janeiro;RJ
TBSX AGENCIAMENTO MARITIMO LTDA;;Recife;PE
TCEX LOGISTICA INTERNACIONAL LTDA;;Campinas;SP
TCG TERMINAL DE CARGAS GERAIS LTDA;;Cariacica;ES
TCM LOGISTICA DO BRASIL LTDA;;São Bernardo do Campo;SP
TCTI BRASIL TRANSPORTES INTERNACIONAIS LTDA.;;Santos;SP
TCW SERVICOS DE COMERCIO EXTERIOR LTDA;;Rio de Janeiro;RJ
TDA - 47 LOGISTICA LTDA;;Rio de Janeiro;RJ
TDL COMERCIO INTERNACIONAL LTDA;;São Paulo;SP
TEAM AGENCIA MARITIMA LTDA.;;Rio de Janeiro;RJ
TEAMWORK CARGO SERVICE LTDA;;Atibaia;SP
TECH IMPEX LOGISTICS - SERVICOS ADUANEIROS LTDA.;;São Paulo;SP
TECHNIMAR SERVICOS DE MANUTENCAO INDUSTRIAL E NAVAL LTDA.;;São Sebastião;SP
TECHNIP BRASIL - ENGENHARIA, INSTALACOES E APOIO MARITIMO LTDA.;;Rio de Janeiro;RJ
TECMAR SHIPPING REPRESENTACOES LTDA.;;Rio de Janeiro;RJ
TECNOLOG TRANSPORTE RODO AEREO E LOGISTICA LTDA;;Guarulhos;SP
TECONAP S/A;;Santana;AP
TEG - TERMINAL EXPORTADOR DO GUARUJA LTDA.;;Guarujá;SP
TENDA OPERADORA DE TRANSPORTE MULTIMODAL LTDA;;Jaraguá do Sul;SC
TERCEX - ASSESSORIA AO COMERCIO EXTERIOR SOCIEDADE EMPRESARIA LTDA.;;Campinas;SP
TERGRAN TERMINAIS DE GRAOS DE FORTALEZA LTDA;;Fortaleza;CE
TERMINAL 12 A S.A.;;Santos;SP
TERMINAL DE GRANEIS DO GUARUJA S.A.;;Guarujá;SP
TERRA DESPACHOS ADUANEIROS E ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Itajaí;SC
TERRA ENERGY AGENCIA MARITIMA LTDA;;Rio de Janeiro;RJ
TERRA NOVA GESTAO FINANCEIRA LTDA;;São Paulo;SP
TERRA NOVA TRANSPORTES DE CARGAS LTDA;;Santos;SP
TERRA-MAR SERVICOS MARITIMOS LTDA;;Vitória;ES
TERRAMAR LOGISTICA LTDA.;;Recife;PE
TERRAMAR SERVICOS MARITIMOS LTDA;;São João da Barra;RJ
TERRAMARES DO BRASIL - OPERADORA PORTUARIA SA;;Rio de Janeiro;RJ
TERRASUL ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Natal;RN
TERRASUL ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Recife;PE
TESTINI - ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Santos;SP
TESTINI ASSESSORIA EM COMERCIO EXTERIOR LTDA.;;Santos;SP
TEX SHIPPING LTDA;;Itajaí;SC
TEXAS CARGO INTERNACIONAL LTDA;;São Paulo;SP
TEXTIL IRINEU MENEGHEL LTDA;;Americana;SP
TFA CARGO LOGISTICS LTDA;;Santos;SP
TG PROJECTS E LOGISTICA LTDA;;Santos;SP
TGA LOGISTICA E TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA;;Osasco;SP
TGL SERVICOS LOGISTICOS LTDA;;São Paulo;SP
TGP BRASIL PROJETOS & TRANSPORTES INTERNACIONAIS LTDA;;São Paulo;SP
TH TRANSPORTES E LOGISTICA LTDA;;Paranaguá;PR
THE RUNTIME LOGISTICA LTDA;;Porto Alegre;RS
THEXXCOM LOGISTICS FREIGHT FORWARDER LTDA;;Itajaí;SC
THIEL AS LOGISTICS LTDA;;Fortaleza;CE
THIEL AS LOGISTICS LTDA;;São Paulo;SP
THIEL AS LOGISTICS LTDA;;São Paulo;SP
THIMAR COMISSARIA DE DESPACHOS ADUANEIROS LTDA;;Vitória;ES
THOM & CIA LTDA (EM RECUPERACAO JUDICIAL);;Recife;PE
THOM & CIA LTDA (EM RECUPERACAO JUDICIAL);;Cabedelo;PB
THOM & CIA LTDA (EM RECUPERACAO JUDICIAL);;Fortaleza;CE
THOM & CIA LTDA (EM RECUPERACAO JUDICIAL);;Maceió;AL
THREE LOGISTICS INTERNACIONAL LTDA;;Santos;SP
THREE STAR LOGISTICA - IMPORTADORA E EXPORTADORA LTDA.;;Santos;SP
THREE WORKER'S SERVICOS MARITIMOS LTDA;;Imbituba;SC
THRYKON CARGO AGENCIAMENTO DE CARGAS LTDA;;São Paulo;SP
THUNDERBIRD AGENCIAMENTO DE CARGA INTERNACIONAL LTDA;;São Paulo;SP
TIBAGI SERVICOS MARITIMOS LTDA;;Paranaguá;PR
TIME LOG AGENCIAMENTOS LTDA;;Itajaí;SC
TIME TRADE LOGISTICA E TRANSPORTES INTERNACIONAIS LTDA;;São Leopoldo;RS
TIMER LOGISTICA INTERNACIONAL LTDA;;Santos;SP
TINMER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA.;;São Paulo;SP
TINMER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA.;;São Paulo;SP
TIRRENA - TRANSPORTES INTERNACIONAIS LTDA;;Antonina;PR
TIRRENA - TRANSPORTES INTERNACIONAIS LTDA;;Curitiba;PR
TITANIC DESPACHOS ADUANEIROS LTDA;;Vitória;ES
TJ ASSESSORIA E DESPACHOS ADUANEIROS LTDA;;São Luís;MA
TJB  INTERMODAL LOGISTICS LTDA;;São Vicente;SP
TJP SERVICOS DE LOGISTICA E TRANSPORTES LTDA;;Curitiba;PR
TKEX TRANSPORTES LTDA.;;São Paulo;SP
TMF TRANSPORTES INTERNACIONAIS LTDA.;;Mauá;SP
TMLOG LOGISTICA INTERNACIONAL LTDA;;Santo André;SP
TOL ASSESSORIA ADUANEIRA E LOGISTICA DE TRANSPORTES LTDA.;;São Paulo;SP
TOP BRAZIL LOGISTICA INTERNACIONAL LTDA;;Santos;SP
TOP CARGO DO BRASIL LTDA;;São Paulo;SP
TOP FREIGHT ASSESSORIA E LOGISTICA INTERNACIONAL LTDA;;Santos;SP
TOP FREIGHT DO BRASIL LOGISTICA INTERNACIONAL LTDA;;Atibaia;SP
TOP GLOBAL ASSESSORIA ADUANEIRA LTDA.;;Novo Hamburgo;RS
TOP MARINE LOCACAO E SERVICOS MARITIMOS LTDA;;Niterói;RJ
TOP MARINE LOGISTICA LTDA;;São Paulo;SP
TOP MOTORS ANGRA LTDA;;Angra dos Reis;RJ
TOP SHIPPING AGENCIAMENTO DE CARGAS LTDA;;Varginha;MG
TOP TEAM WORLDWIDE LOGISTICA LTDA;;Santana de Parnaíba;SP
TOPA TUDO NORONHA TRANSPORTE MARITIMO LTDA;;Recife;PE
TOYA LOGISTICS IMPORTACAO E EXPORTACAO LTDA;;Belo Horizonte;MG
TP EXPRESS TRANSPORTES DE CARGA LTDA.;;São Paulo;SP
TPAR - TERMINAL PORTUARIO DE ANGRA DOS REIS S.A;;Angra dos Reis;RJ
TPLPROVIDER MULTIMODAL LTDA;;São Paulo;SP
TPS RIO TERMINAL DE PRODUTOS SIDERURGICOS LTDA;;Rio de Janeiro;RJ
TRACK SHIP TRANSPORTES INTERNACIONAIS LTDA;;São Paulo;SP
TRACOL AGENCIA MARITIMA TRANSCONTINENTAL LTDA;;Fortaleza;CE
TRADE COMEX DO BRASIL IMPORTACAO & EXPORTACAO LTDA;;Curitiba;PR
TRADE HUNTER COMERCIO EXTERIOR LTDA;;Itajaí;SC
TRADE MASTER BRASIL ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Rio de Janeiro;RJ
TRADE OFFICE DESPACHOS ADUANEIROS LTDA;;Itajaí;SC
TRADE SERVICE LOGISTICA LTDA.;;São Paulo;SP
TRADE WAY OPERADOR LOGISTICO LTDA;;Santos;SP
TRADELOG SERVICOS DE TRANSPORTES LTDA;;Campinas;SP
TRADEVISER CONSULTORIA EM LOGISTICA LTDA;;Piracicaba;SP
TRADEWORKS FRETES INTERNACIONAIS LTDA;;Campinas;SP
TRADEWORKS LOGISTICA E COMERCIO EXTERIOR LTDA;;Campinas;SP
TRADEWORKS SERVICOS DE COMERCIO EXTERIOR LTDA;;Campinas;SP
TRAFFIC AGENCIAMENTO DE CARGAS LTDA;;São Gonçalo;RJ
TRAFFIC COMERCIO EXTERIOR LTDA;;Santos;SP
TRAFIC PERSONAL TRANSPORTES INTERNACIONAIS LTDA;;São Paulo;SP
TRANS 7MARES TRANSPORTES E SERVICOS MARITIMOS LTDA;;Rio de Janeiro;RJ
TRANS MAR TRANSPORTES MARITIMOS E RODOVIARIOS LTDA;;São Sebastião;SP
TRANS-CHINA LOGISTICS DO BRASIL LTDA;;São Paulo;SP
TRANS-OVERSEAS DO BRASIL LTDA;;Vitória;ES
TRANS-OVERSEAS DO BRASIL LTDA;;São Luís;MA
TRANS-OVERSEAS DO BRASIL LTDA;;Rio de Janeiro;RJ
TRANSADUANA ASSESSORIA EMPRESARIAL LTDA;;Vitória;ES
TRANSAEX ASSESSORIA LTDA;;Belo Horizonte;MG
TRANSALE TRANSPORTADORA ALE LTDA;;Manaus;AM
TRANSATLANTIC CARRIERS AGENCIAMENTOS LTDA  EM LIQUIDACAO EM LIQUIDACAO;;Santos;SP
TRANSATLANTICA AFRETAMENTOS E SERVICOS MARITIMOS LTDA;;Santos;SP
TRANSATLANTICA CATARINENSE AGENCIA MARITIMA LTDA;;Paranaguá;PR
TRANSATLANTICA CATARINENSE AGENCIA MARITIMA LTDA;;São Francisco do Sul;SC
TRANSATLANTICA DE AFRETAMENTOS E AGENCIAMENTOS LTDA;;Rio de Janeiro;RJ
TRANSATLANTICA MARITIMA LTDA;;Paranaguá;PR
TRANSBETUME COMERCIO E TRANSPORTES DE BETUME LTDA;;Santarém;PA
TRANSCAR RECIFE SERVICOS DE LOGISTICA E AGENCIAMENTOS MARITIMOS LTDA;;Recife;PE
TRANSCAR SERVICOS MARITIMOS LTDA;;Itajaí;SC
TRANSCAR VITORIA AGENCIA MARITIMA LTDA;;Vitória;ES
TRANSCARE BRASIL LOGISTICA E TRANSPORTE INTERNACIONAL LTDA;;Itajaí;SC
TRANSCARGO INTERNACIONAL DESCONSOLIDACAO E TRANSPORTES LTDA;;Santos;SP
TRANSCARGO SERVICOS MARITIMOS E REPRESENTACOES LTDA;;Salvador;BA
TRANSCEX TRANSITARIA DE COMERCIO EXTERIOR LTDA;;Rio de Janeiro;RJ
TRANSCHEM AGENCIA MARITIMA LTDA;;Santos;SP
TRANSCHEM SALVADOR AGENCIA MARITIMA LTDA;;Salvador;BA
TRANSCLEAR LOGISTIC LTDA;;Itajaí;SC
TRANSCONTINENTAL LOGISTICA S/A - EM RECUPERACAO JUDICIAL;;Rio Grande;RS
TRANSCONTINENTAL LOGISTICA S/A - EM RECUPERACAO JUDICIAL;;Fortaleza;CE
TRANSCRONOS TRANSPORTES, FORWARDER E ASSESSORIA ADUANEIRA LTDA;;Santos;SP
TRANSDEL LOGISTICA DO BRASIL LTDA;;Uruguaiana;RS
TRANSDOURADA NAVEGACAO LTDA.;;Ananindeua;PA
TRANSDOURADA NAVEGACAO LTDA.;;Manaus;AM
TRANSDOURADA NAVEGACAO LTDA.;;Santana;AP
TRANSDOURADA NAVEGACAO LTDA.;;Altamira;PA
TRANSEA MULTIMODAL LTDA;;Rio de Janeiro;RJ
TRANSERM TRANSPORTES LTDA;;Manaus;AM
TRANSFIELD MARITIMA LTDA;;Serra;ES
TRANSFLU TRANSPORTES FLUVIAIS DA BACIA AMAZONICA LTDA;;Manaus;AM
TRANSGLOBAL AGENCIA MARITIMA LTDA;;Rio Grande;RS
TRANSGLOBAL OPERACOES PORTUARIAS LTDA;;Recife;PE
TRANSGLOBAL OPERACOES PORTUARIAS LTDA;;São Luís;MA
TRANSGLOBAL SERVICOS LTDA;;Manaus;AM
TRANSGOLF AGENCIA MARITIMA LTDA;;Paranaguá;PR
TRANSGOLF AGENCIA MARITIMA LTDA;;Rio Grande;RS
TRANSGOLF AGENCIA MARITIMA LTDA;;São Francisco do Sul;SC
TRANSHIP TRANSPORTES MARITIMOS LTDA;;São Gonçalo;RJ
TRANSHIPPING AGENCIAMENTO MARITIMO LTDA;;Vitória;ES
TRANSHIPS BRASIL AGENCIAMENTOS MARITIMOS LTDA;;Rio Grande;RS
TRANSINTAIR FREIGHT INTERNATIONAL LTDA S/C;;Rio de Janeiro;RJ
TRANSIT BR LOGISTICA LTDA;;Itajaí;SC
TRANSITEX DO BRASIL SERVICOS DE LOGISTICA LTDA;;São Paulo;SP
TRANSITIME LOGISTIC BRASIL LTDA;;Rio Grande;RS
TRANSLOG BRASIL LOGISTICA INTEGRADA LTDA;;Rio de Janeiro;RJ
TRANSLOGISTICA SOLUCOES DE LOGISTICA INTEGRADA LTDA;;São Paulo;SP
TRANSMAFF GLOBAL LOGISTICS LTDA;;Rio de Janeiro;RJ
TRANSMAPA TRANSPORTE E ARMAZENAMENTO DE CARGAS DO PARA LTDA;;Belém;PA
TRANSMAR LOGISTICA LTDA;;Lauro de Freitas;BA
TRANSMAR LOGISTICS DO BRASIL LTDA;;São Paulo;SP
TRANSMAR LOGISTICS DO BRASIL LTDA;;Lauro de Freitas;BA
TRANSMARE TRANSPORTE MARITIMO DE DERIVADOS DE PETROLEO LTDA;;Belém;PA
TRANSMARITIMA LTDA;;Recife;PE
TRANSMEC OVERSEAS DO BRASIL LTDA;;São Paulo;SP
TRANSNAV AGENCIA FLUVIAL LTDA;;Ladário;MS
TRANSNAV LTDA;;Barcarena;PA
TRANSNAVE NAVEGACAO S/A.;;Rio de Janeiro;RJ
TRANSNORTE - TRANSPORTES AQUAVIARIOS LTDA;;São José do Norte;RS
TRANSOCEANIC PROJECTS DO BRASIL SERVICOS DE CARGAS LTDA.;;Rio de Janeiro;RJ
TRANSOFFSHORE NAVEGACAO E OPERADORA PORTUARIA LTDA;;Vitória;ES
TRANSPESA DELLA VOLPE LIMITADA;;Itaquaquecetuba;SP
TRANSPESADO BRASIL LOGISTICA LTDA;;Manaus;AM
TRANSPEX COMISSARIA DE DESPACHOS LTDA;;Porto Alegre;RS
TRANSPMAR SERVICOS DE APOIO MARITIMO LTDA;;Salvador;BA
TRANSPOCARGA TRANSPORTE DE CARGAS LTDA;;São Paulo;SP
TRANSPORT SERVICOS INTERNACIONAIS LTDA;;Belo Horizonte;MG
TRANSPORTADORA BONS AMIGOS TRANSPORTE POR NAVEGACAO INTERIOR DE CARGA LTDA;;Manaus;AM
TRANSPORTADORA FALCAO LTDA;;Londrina;PR
TRANSPORTADORA GASPAR LTDA;;Santos;SP
TRANSPORTADORA ITANORTE LTDA;;Itajaí;SC
TRANSPORTADORA MECA LTDA;;Cubatão;SP
TRANSPORTADORA PATRIARCA LTDA;;Marituba;PA
TRANSPORTADORA PLANALTO LTDA;;Manaus;AM
TRANSPORTADORA PLANALTO LTDA;;Porto Velho;RO
TRANSPORTADORA TECA EXPRESS LTDA;;Varginha;MG
TRANSPORTE MULTIMODAL BRASIL LTDA;;Indaiatuba;SP
TRANSPORTES BERTOLINI LTDA;;Santarém;PA
TRANSPORTES BERTOLINI LTDA;;Belém;PA
TRANSPORTES E AGENCIA MARITIMA GIL LTDA;;Salvador;BA
TRANSPORTES POLITRANS LTDA;;Itajaí;SC
TRANSPORTO WORLD CARGAS INTERNACIONAIS LTDA;;Pouso Alegre;MG
TRANSREGIONAL MARITIMA EIRELI;;Serra;ES
TRANSRIOS TRANSPORTE E NAVEGACAO DA AMAZONIA LTDA;;Manaus;AM
TRANSSHIPPING BRASIL LOGISTICA INTERNACIONAL S/S LTDA;;São Paulo;SP
TRANSWAITE ADUANEIRA LTDA;;Rio de Janeiro;RJ
TRANSWORLD MUDANCAS & REALOCACAO LTDA;;Guarulhos;SP
TRANSWORLD TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA;;Rio de Janeiro;RJ
TRATO NOBRE LOGÍSTICA EMPRESARIAL LTDA;;Paranaguá;PR
TRATTO LOGISTICA E ADUANA LTDA;;Salvador;BA
TRAYTON LOGISTICA INTEGRADA LTDA;;Vitória;ES
TREDIEX TRANSPORTES E DESPACHOS ADUANEIROS LTDA;;Cariacica;ES
TREDIEX TRANSPORTES E DESPACHOS ADUANEIROS LTDA;;Itajaí;SC
TREVO DA AMAZONIA NAVEGACAO E TRANSPORTES LTDA;;Manaus;AM
TRI NET LOGISTICA BRASIL LTDA.;;São Paulo;SP
TRI-JAY TRANSPORTES ADUANEIROS LTDA;;Sabará;MG
TRIAINA AGENCIA MARITIMA LTDA;;Rio de Janeiro;RJ
TRIAINA AGENCIA MARITIMA LTDA;;Salvador;BA
TRIAINA AGENCIA MARITIMA LTDA;;Porto Alegre;RS
TRIAINA AGENCIA MARITIMA LTDA;;São Luís;MA
TRIAINA AGENCIA MARITIMA LTDA;;Belém;PA
TRIAINA AGENCIA MARITIMA LTDA;;Manaus;AM
TRIAINA AGENCIA MARITIMA LTDA;;Recife;PE
TRIAINA AGENCIA MARITIMA LTDA;;Paranaguá;PR
TRIAINA AGENCIA MARITIMA LTDA;;São Sebastião;SP
TRIAINA AGENCIA MARITIMA LTDA;;Fortaleza;CE
TRIAINA AGENCIA MARITIMA LTDA;;Santos;SP
TRIALL COMERCIO EXTERIOR SA;;Santos;SP
TRINITAS DO BRASIL LTDA;;São Paulo;SP
TRINITY CARGO EIRELI;;São Paulo;SP
TRIPLE LINE BRASIL LTDA;;Serra;ES
TRIPLO X TRANSPORTES INTERNACIONAIS LTDA;;Manaus;AM
TRISKEL BRAZIL LTDA;;Santos;SP
TRISTAN LOGISTICA LTDA;;São Paulo;SP
TROP LOGISTICS LTDA;;São José do Rio Preto;SP
TROPICAL ASSESSORIA DE COMERCIO EXTERIOR LTDA;;Vitória;ES
TROPICAL ASSESSORIA DE COMERCIO EXTERIOR LTDA;;Itajaí;SC
TRUNKL LOGISTICA INTEGRADA LTDA;;São Paulo;SP
TRUST ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Novo Hamburgo;RS
TRUST GESTAO EM ASSESSORIA LOGISTICA LTDA;;São Paulo;SP
TRUST GLOBAL TRANSPORT LTDA;;Curitiba;PR
TRUST TRADE LOGISTICS AGENCIAMENTO DE CARGAS LTDA;;Porto Alegre;RS
TRUST-X ASSESSORIA TECNICA ADUANEIRA LTDA;;São Paulo;SP
TSG GROUP LTDA.;;Santos;SP
TSL - TRANSPORTES E SOLUCOES LOGISTICAS LTDA;;São Paulo;SP
TURASSI TRANSPORTES LTDA;;São Francisco do Sul;SC
TURBO CARGO LOGISTICA INTERNACIONAL LTDA;;Sorocaba;SP
TUSCOR LLOYDS SERVICOS MARITIMOS (BR) LTDA;;Rio de Janeiro;RJ
TUTTO CARGO LOGISTICA LTDA;;São Paulo;SP
TWALOG MULTIMODAL LTDA;;Santos;SP
TWB BAHIA S/A - TRANSPORTES MARITIMOS;;Salvador;BA
TWELVE AGENCIAMENTOS LTDA;;Rio de Janeiro;RJ
TWIN CONSULTORIA ADUANEIRA E TRIBUTARIA LTDA;;Porto Alegre;RS
TWIN CONSULTORIA ADUANEIRA E TRIBUTARIA LTDA;;Rio Grande;RS
TWM TRANSPORTE INTERNACIONAL LTDA;;São Paulo;SP
TWRJ MUDANCAS LTDA;;Rio de Janeiro;RJ
TWS ASSESSORIA EM COMERCIO EXTERIOR E DESPACHO ADUANEIRO LTDA;;Paranaguá;PR
TWS ASSESSORIA EM COMERCIO EXTERIOR E DESPACHO ADUANEIRO LTDA;;Curitiba;PR
TWS MARITIME SERVICE LTDA;;Fortaleza;CE
TXLOG INTERNACIONAL LTDA;;São Paulo;SP
UANA LOGISTICA E TRANSPORTE INTERNACIONAL LTDA;;São Paulo;SP
UASCO DESPACHOS ADUANEIROS LTDA;;Novo Hamburgo;RS
UDIRLINE DO BRASIL AGENCIAMENTO LTDA;;São Paulo;SP
ULG LOGISTICA DO BRASIL LTDA;;Barueri;SP
ULTRAFERTIL SA;;Santos;SP
ULTRAFERTIL SA;;Belo Horizonte;MG
ULTRAOCEAN SHIPPING AGENCY & CHARTERING LTDA;;Vitória;ES
ULTRON LOGISTICA E ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Novo Hamburgo;RS
ULTRON LOGISTICA E ASSESSORIA EM COMERCIO EXTERIOR LTDA;;Novo Hamburgo;RS
UMI SAN SERVICOS DE APOIO A NAVEGACAO E ENGENHARIA LTDA;;Vila Velha;ES
UN CARGO AGENCIAMENTO DE CARGAS LTDA;;São Paulo;SP
UNALOG AGENCIA MARITIMA LTDA;;Ananindeua;PA
UNI PORT ASSESSORIA DE COMERCIO EXTERIOR LTDA;;Santos;SP
UNIAO CARGO LTDA;;São Paulo;SP
UNIAO DESPACHOS ADUANEIROS LTDA;;Manaus;AM
UNIAO TRANSPORTES LTDA;;Manaus;AM
UNICARRIER TRANSPORTES INTERNACIONAIS LTDA;;Santos;SP
UNICON LOGISTICS IMPORTADORA E EXPORTADORA LTDA;;São Paulo;SP
UNIFREIGHT LOGISTICA INTERNACIONAL LTDA;;Vitória;ES
UNIFRET TRANSPORTES INTERNACIONAIS LTDA;;São Paulo;SP
UNIKALOG AGENCIAMENTO DE CARGAS E LOGISTICA EIRELI;;São Paulo;SP
UNILINE AGENCIA MARITIMA LTDA.;;Santos;SP
UNILOG - UNIVERSAL LOGISTICS SERVICES LTDA;;São Paulo;SP
UNILOGG GERENCIAMENTO DE LOGISTICA LTDA;;Salvador;BA
UNILOGISTICA LOGISTICA INTERNACIONAL LTDA;;Novo Hamburgo;RS
UNIMAR - AMAZONAS DESPACHOS ADUANEIROS LTDA;;Manaus;AM
UNIMAR AGENCIAMENTOS MARITIMOS LTDA;;Santos;SP
UNIMAR AGENCIAMENTOS MARITIMOS LTDA;;Rio de Janeiro;RJ
UNIMAR AGENCIAMENTOS MARITIMOS LTDA;;Itajaí;SC
UNIMAR AGENCIAMENTOS MARITIMOS LTDA;;Paranaguá;PR
UNIMAR AGENCIAMENTOS MARITIMOS LTDA;;Rio Grande;RS
UNIMAR AGENCIAMENTOS MARITIMOS LTDA;;Recife;PE
UNIMAR AGENCIAMENTOS MARITIMOS LTDA;;São Luís;MA
UNIMAR AGENCIAMENTOS MARITIMOS LTDA;;Vitória;ES
UNIMAR AGENCIAMENTOS MARITIMOS LTDA;;Barcarena;PA
UNIMAR AGENCIAMENTOS MARITIMOS LTDA;;Manaus;AM
UNIMAR AGENCIAMENTOS MARITIMOS LTDA;;São Francisco do Sul;SC
UNIMAR AGENCIAMENTOS MARITIMOS LTDA;;Porto Alegre;RS
UNIMARE AGENCIA MARITIMA LTDA;;Rio de Janeiro;RJ
UNIMASTER SERVICOS DE COMERCIO EXTERIOR LTDA;;São Paulo;SP
UNINAVE MARITIMA E COMERCIAL;;Paranaguá;PR
UNION GLOBAL ASSESSORIA EM COMERCIO EXTERIOR E TRANSPORTES INTERNACIONAIS LTDA;;São Paulo;SP
UNION VIX - RIO ASSESSORIA INTERNACIONAL DE COMERCIO LTDA;;Cariacica;ES
UNIPORT AGENCIA MARITIMA LTDA;;Vitória;ES
UNIPORT BRASIL SERVICOS DE LOGISTICA INTERNACIONAL LTDA;;Itajaí;SC
UNIPORTO LOGISTICS DO BRASIL SERVICOS E LOGISTICA LTDA;;Barueri;SP
UNIPREST CARGO TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA;;São Paulo;SP
UNIQUE COMPANY AGENCIAMENTO DE CARGAS LTDA;;Barueri;SP
UNIQUE LOGISTICS WORLDWIDE AGENCIAMENTO E DESPACHOS LTDA;;Santos;SP
UNISAM OFFSHORE AGENCIA MARITIMA E OPERADORA PORTUARIA LTDA;;Vitória;ES
UNISAM OFFSHORE AGENCIA MARITIMA E OPERADORA PORTUARIA LTDA;;Rio de Janeiro;RJ
UNISHIP TRANSPORTE INTERNACIONAL LTDA;;São Paulo;SP
UNITED TRANSPORTES  & LOGISTICA  LTDA;;São Paulo;SP
UNITRADE - ASSESSORIA EM COMERCIO EXTERIOR S/S LTDA;;São Paulo;SP
UNITRADE TRANSPORTES DE CARGAS NACIONAIS E INTERNACIONAIS LTDA;;São Paulo;SP
UNITRADER INTERNATIONAL LTDA;;Novo Horizonte;SP
UNITRADING LOGISTICA, IMPORTACAO E EXPORTACAO LTDA;;Santos;SP
UNITY AGENCIAMENTO E LOGISTICA LTDA.;;Rio de Janeiro;RJ
UNITY LOGISTICA E TRANSPORTE LTDA;;Itajaí;SC
UNITY LOGISTICA E TRANSPORTES LTDA;;Itajaí;SC
UNIVERSAL SHIPPING LOGISTICA INTERNACIONAL LTDA;;São Paulo;SP
UNIVERSE TRADE SERVICOS ADUANEIROS E LOGISTICA LTDA;;Rio de Janeiro;RJ
UNIVERSIDADE DE SAO PAULO;;São Paulo;SP
UNIVERSO CARGO LTDA;;Campinas;SP
UNO TRANSPORTES E SERVICOS LTDA;;Rio de Janeiro;RJ
UNO TRANSPORTES E SERVICOS LTDA;;Belo Horizonte;MG
UNO TRANSPORTES E SERVICOS LTDA;;São Paulo;SP
UP LOGISTIC REPRESENTACOES LTDA;;Recife;PE
UP LOGISTICA LTDA;;Itajaí;SC
UP-Z CARGO TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA;;São Bernardo do Campo;SP
UPS SCS TRANSPORTES (BRASIL) LTDA;;Rio de Janeiro;RJ
UPS SCS TRANSPORTES (BRASIL) LTDA;;São Paulo;SP
UPS SCS TRANSPORTES (BRASIL) LTDA;;Manaus;AM
UPS SCS TRANSPORTES (BRASIL) LTDA;;Curitiba;PR
UPS SCS TRANSPORTES (BRASIL) LTDA;;Porto Alegre;RS
UPS SCS TRANSPORTES (BRASIL) LTDA;;Rio Grande;RS
UPS SCS TRANSPORTES (BRASIL) LTDA;;Navegantes;SC
UPSTARS AGENCIAMENTO DE CARGAS LTDA;;Santos;SP
US EXPRESS TRANSPORTES E SERVICOS LTDA;;São Paulo;SP
UTC OVERSEAS BRASIL LTDA;;Rio de Janeiro;RJ
